0	2.5	0.00	0.862745098	0.694117647	0.384313725
-2.397310687	0.709155464	0.00	0.862745098	0.694117647	0.384313725
-1.360052777	-2.097678823	0.00	0.862745098	0.694117647	0.384313725
1.6257196	-1.899219782	0.00	0.862745098	0.694117647	0.384313725
2.282363127	1.020205155	0.00	0.862745098	0.694117647	0.384313725
-0.330879375	2.47800703	0.00	0.862745098	0.694117647	0.384313725
-2.47007906	0.385628625	0.00	0.862745098	0.694117647	0.384313725
-1.070456674	-2.259230513	0.00	0.862745098	0.694117647	0.384313725
1.862782901	-1.667345154	0.00	0.862745098	0.694117647	0.384313725
2.127258811	1.313304972	0.00	0.862745098	0.694117647	0.384313725
-0.655937134	2.412415071	0.00	0.862745098	0.694117647	0.384313725
-2.499387933	0.055316891	0.00	0.862745098	0.694117647	0.384313725
-0.762026553	-2.381032451	0.00	0.862745098	0.694117647	0.384313725
2.067071699	-1.406134628	0.00	0.862745098	0.694117647	0.384313725
1.934726704	1.583298008	0.00	0.862745098	0.694117647	0.384313725
-0.969454089	2.304378174	0.00	0.862745098	0.694117647	0.384313725
-2.484721635	-0.27596811	0.00	0.862745098	0.694117647	0.384313725
-0.44018905	-2.460941608	0.00	0.862745098	0.694117647	0.384313725
2.234991659	-1.12018404	0.00	0.862745098	0.694117647	0.384313725
1.708154287	1.825433902	0.00	0.862745098	0.694117647	0.384313725
-1.265914103	2.155797181	0.00	0.862745098	0.694117647	0.384313725
-2.426338209	-0.602397623	0.00	0.862745098	0.694117647	0.384313725
-0.110606695	-2.497552033	0.00	0.862745098	0.694117647	0.384313725
2.363588335	-0.814524513	0.00	0.862745098	0.694117647	0.384313725
1.451527961	2.035452426	0.00	0.862745098	0.694117647	0.384313725
-1.540101148	1.96928628	0.00	0.862745098	0.694117647	0.384313725
-2.325264875	-0.918228326	0.00	0.862745098	0.694117647	0.384313725
0.220921715	-2.490219588	0.00	0.862745098	0.694117647	0.384313725
2.450599149	-0.494533935	0.00	0.862745098	0.694117647	0.384313725
1.169362905	2.209658434	0.00	0.862745098	0.694117647	0.384313725
-1.787191074	1.748127016	0.00	0.862745098	0.694117647	0.384313725
-2.183279957	-1.217903375	0.00	0.862745098	0.694117647	0.384313725
0.548563146	-2.439073282	0.00	0.862745098	0.694117647	0.384313725
2.494493199	-0.165842341	0.00	0.862745098	0.694117647	0.384313725
0.866623639	2.34498688	0.00	0.862745098	0.694117647	0.384313725
-2.002836488	1.496210548	0.00	0.862745098	0.694117647	0.384313725
